runtime, mean, median, std, 2%, 5%, 10%, 25%, 50%, 75%, 90%, 95%, 98%
2100,-192.6,-190.0,13.26046756340062,-217.76,-212.9,-204.8,-201.25,-190.0,-182.25,-179.4,-176.70000000000002,-175.07999999999998
2200,-192.8,-190.0,13.429817571359635,-218.12,-213.8,-206.6,-201.25,-190.0,-182.25,-179.4,-176.70000000000002,-175.07999999999998
2300,-193.4,-190.0,13.290598180668919,-218.48,-214.7,-208.4,-201.25,-190.0,-184.5,-180.3,-177.15,-175.26
2400,-193.6,-190.0,13.116401945655676,-218.48,-214.7,-208.4,-201.25,-190.0,-184.5,-182.1,-178.05,-175.62
2500,-195.0,-190.5,13.431306712304652,-219.02,-216.05,-211.1,-205.0,-190.5,-187.0,-183.0,-178.5,-175.8
2600,-195.4,-191.0,13.558761005342634,-219.38,-216.95,-212.9,-205.0,-191.0,-187.25,-183.0,-178.5,-175.8
2700,-195.6,-191.0,13.8144851514633,-219.74,-217.85,-214.7,-205.0,-191.0,-187.25,-183.0,-178.5,-175.8
2800,-195.8,-191.0,14.09113196304683,-220.1,-218.75,-216.5,-205.0,-191.0,-187.25,-183.0,-178.5,-175.8
2900,-196.0,-191.0,13.978555004005242,-220.1,-218.75,-216.5,-205.0,-191.0,-188.25,-183.0,-178.5,-175.8
3000,-196.2,-192.0,13.89100428334827,-220.1,-218.75,-216.5,-205.0,-192.0,-188.25,-183.0,-178.5,-175.8
3100,-196.2,-192.0,13.89100428334827,-220.1,-218.75,-216.5,-205.0,-192.0,-188.25,-183.0,-178.5,-175.8
3200,-196.2,-192.0,13.89100428334827,-220.1,-218.75,-216.5,-205.0,-192.0,-188.25,-183.0,-178.5,-175.8
3300,-196.2,-192.0,13.89100428334827,-220.1,-218.75,-216.5,-205.0,-192.0,-188.25,-183.0,-178.5,-175.8
3400,-196.6,-192.0,14.249210504445502,-220.1,-218.75,-216.5,-208.0,-192.0,-188.25,-183.0,-178.5,-175.8
3500,-196.6,-192.0,14.249210504445502,-220.1,-218.75,-216.5,-208.0,-192.0,-188.25,-183.0,-178.5,-175.8
3600,-196.6,-192.0,14.249210504445502,-220.1,-218.75,-216.5,-208.0,-192.0,-188.25,-183.0,-178.5,-175.8
3700,-197.0,-192.0,14.832396974191326,-220.82,-220.55,-220.1,-208.0,-192.0,-188.25,-183.0,-178.5,-175.8
3800,-198.0,-193.5,15.224979474534605,-223.46,-222.65,-221.3,-208.0,-193.5,-189.5,-183.0,-178.5,-175.8
3900,-198.0,-193.5,15.224979474534605,-223.46,-222.65,-221.3,-208.0,-193.5,-189.5,-183.0,-178.5,-175.8
4000,-198.0,-193.5,15.224979474534605,-223.46,-222.65,-221.3,-208.0,-193.5,-189.5,-183.0,-178.5,-175.8
4100,-198.0,-193.5,15.224979474534605,-223.46,-222.65,-221.3,-208.0,-193.5,-189.5,-183.0,-178.5,-175.8
4200,-198.0,-193.5,15.224979474534605,-223.46,-222.65,-221.3,-208.0,-193.5,-189.5,-183.0,-178.5,-175.8
4300,-198.0,-193.5,15.224979474534605,-223.46,-222.65,-221.3,-208.0,-193.5,-189.5,-183.0,-178.5,-175.8
4400,-198.0,-193.5,15.224979474534605,-223.46,-222.65,-221.3,-208.0,-193.5,-189.5,-183.0,-178.5,-175.8
4500,-198.0,-193.5,15.224979474534605,-223.46,-222.65,-221.3,-208.0,-193.5,-189.5,-183.0,-178.5,-175.8
4600,-198.0,-193.5,15.224979474534605,-223.46,-222.65,-221.3,-208.0,-193.5,-189.5,-183.0,-178.5,-175.8
4700,-198.2,-193.5,15.406492138056604,-223.46,-222.65,-221.3,-209.5,-193.5,-189.5,-183.0,-178.5,-175.8
4800,-198.2,-193.5,15.406492138056604,-223.46,-222.65,-221.3,-209.5,-193.5,-189.5,-183.0,-178.5,-175.8
4900,-198.2,-193.5,15.406492138056604,-223.46,-222.65,-221.3,-209.5,-193.5,-189.5,-183.0,-178.5,-175.8
5000,-198.2,-193.5,15.406492138056604,-223.46,-222.65,-221.3,-209.5,-193.5,-189.5,-183.0,-178.5,-175.8
5100,-198.2,-193.5,15.406492138056604,-223.46,-222.65,-221.3,-209.5,-193.5,-189.5,-183.0,-178.5,-175.8
5200,-198.8,-193.5,14.695577566057075,-223.46,-222.65,-221.3,-209.5,-193.5,-191.0,-183.4,-180.70000000000002,-179.07999999999998
5300,-198.8,-193.5,14.695577566057075,-223.46,-222.65,-221.3,-209.5,-193.5,-191.0,-183.4,-180.70000000000002,-179.07999999999998
5400,-198.8,-193.5,14.695577566057075,-223.46,-222.65,-221.3,-209.5,-193.5,-191.0,-183.4,-180.70000000000002,-179.07999999999998
5500,-199.2,-194.5,14.531345429794174,-223.46,-222.65,-221.3,-209.5,-194.5,-191.5,-183.4,-180.70000000000002,-179.07999999999998
5600,-199.4,-194.5,14.540976583434828,-223.46,-222.65,-221.3,-210.0,-194.5,-191.5,-183.4,-180.70000000000002,-179.07999999999998
5700,-200.0,-194.5,14.717336715588184,-223.46,-222.65,-221.3,-211.5,-194.5,-191.5,-183.4,-180.70000000000002,-179.07999999999998
5800,-200.0,-194.5,14.717336715588184,-223.46,-222.65,-221.3,-211.5,-194.5,-191.5,-183.4,-180.70000000000002,-179.07999999999998
5900,-200.0,-194.5,14.717336715588184,-223.46,-222.65,-221.3,-211.5,-194.5,-191.5,-183.4,-180.70000000000002,-179.07999999999998
6000,-200.2,-194.5,14.427751037497147,-223.46,-222.65,-221.3,-211.5,-194.5,-191.5,-183.6,-181.8,-180.72
6100,-200.4,-195.0,14.34015341619468,-223.46,-222.65,-221.3,-211.5,-195.0,-191.75,-183.6,-181.8,-180.72
6200,-200.4,-195.0,14.34015341619468,-223.46,-222.65,-221.3,-211.5,-195.0,-191.75,-183.6,-181.8,-180.72
6300,-200.4,-195.0,14.34015341619468,-223.46,-222.65,-221.3,-211.5,-195.0,-191.75,-183.6,-181.8,-180.72
6400,-200.4,-195.0,14.34015341619468,-223.46,-222.65,-221.3,-211.5,-195.0,-191.75,-183.6,-181.8,-180.72
6500,-200.4,-195.0,14.34015341619468,-223.46,-222.65,-221.3,-211.5,-195.0,-191.75,-183.6,-181.8,-180.72
6600,-200.4,-195.0,14.34015341619468,-223.46,-222.65,-221.3,-211.5,-195.0,-191.75,-183.6,-181.8,-180.72
6700,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
6800,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
6900,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7000,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7100,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7200,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7300,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7400,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7500,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7600,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7700,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7800,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
7900,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
8000,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
8100,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
8200,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
8300,-200.6,-196.0,14.277254638059798,-223.46,-222.65,-221.3,-211.5,-196.0,-191.75,-183.6,-181.8,-180.72
8400,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
8500,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
8600,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
8700,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
8800,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
8900,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9000,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9100,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9200,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9300,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9400,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9500,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9600,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9700,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9800,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
9900,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
10000,-201.6,-199.0,13.915459029439166,-223.46,-222.65,-221.3,-211.5,-199.0,-194.25,-183.6,-181.8,-180.72
