problem,n,type_instance,M,mean,median,q1,q3,p2,p98
QUBO,64,1,18,153.399994,154.000000,145.750000,158.000000,137.000000,179.000000
QUBO,128,2,18,439.459991,438.000000,426.000000,456.000000,397.980011,485.000000
QUBO,256,0,18,1614.760010,1607.500000,1565.750000,1659.500000,1484.959961,1753.099976
QUBO,64,0,18,206.779999,206.000000,200.000000,215.000000,185.000000,224.000000
QUBO,64,2,19,143.440002,143.000000,133.000000,151.000000,127.000000,160.020004
QUBO,128,5,19,926.200012,921.500000,884.000000,977.000000,821.820007,1040.239990
QUBO,64,3,19,431.220001,430.000000,419.500000,446.250000,379.959991,477.119995
QUBO,256,1,19,1295.459961,1292.000000,1241.750000,1345.250000,1177.959961,1427.459961
QUBO,64,5,19,319.859985,327.000000,285.000000,342.000000,266.980011,396.000000
QUBO,64,4,19,340.420013,342.000000,331.500000,350.000000,308.000000,372.000000
QUBO,128,1,19,453.420013,453.000000,439.000000,469.000000,409.959991,489.100006
QUBO,128,3,19,1225.459961,1220.000000,1184.000000,1261.250000,1133.959961,1355.280029
QUBO,256,4,19,2607.340088,2610.500000,2505.250000,2707.250000,2356.419922,2932.419922
QUBO,256,2,19,1203.819946,1203.500000,1154.500000,1257.250000,1096.859985,1331.020020
QUBO,256,5,19,2473.679932,2441.500000,2365.500000,2600.750000,2239.679932,2747.760010
QUBO,256,3,19,3250.459961,3238.500000,3155.000000,3348.750000,3028.540039,3532.419922
QUBO,128,0,19,596.940002,594.000000,579.000000,613.500000,560.979980,637.080017
QUBO,128,4,19,960.219971,960.000000,915.750000,1013.500000,844.919983,1074.079956
QUBO,64,1,19,153.399994,154.000000,145.500000,158.000000,135.979996,179.000000
QUBO,128,2,19,438.980011,439.000000,425.000000,453.000000,393.920013,489.000000
QUBO,256,0,19,1604.959961,1590.500000,1556.000000,1655.250000,1488.560059,1762.319946
QUBO,64,0,19,208.639999,209.000000,202.000000,216.000000,187.979996,224.000000
QUBO,64,2,20,143.039993,143.000000,134.000000,149.000000,126.959999,160.020004
QUBO,128,5,20,930.780029,929.500000,889.750000,977.500000,822.000000,1060.000000
QUBO,64,3,20,428.019989,428.000000,414.000000,440.500000,375.959991,475.040009
QUBO,256,1,20,1271.880005,1270.500000,1222.750000,1321.000000,1162.819946,1395.079956
QUBO,64,5,20,319.200012,323.000000,284.000000,346.500000,269.959991,400.000000
QUBO,64,4,20,340.640015,342.000000,334.000000,350.000000,308.000000,372.000000
QUBO,128,1,20,453.480011,453.000000,438.750000,470.500000,407.959991,498.000000
QUBO,128,3,20,1226.900024,1226.000000,1188.250000,1260.750000,1129.800049,1347.079956
QUBO,256,4,20,2597.060059,2590.000000,2468.250000,2716.750000,2377.340088,2911.540039
QUBO,256,2,20,1194.119995,1180.000000,1146.500000,1239.250000,1082.800049,1332.140015
QUBO,256,5,20,2447.399902,2411.500000,2354.500000,2540.250000,2212.659912,2733.199951
QUBO,256,3,20,3206.780029,3190.500000,3094.250000,3297.000000,2930.580078,3567.020020
QUBO,128,0,20,598.419983,598.000000,584.750000,610.250000,556.859985,640.140015
QUBO,128,4,20,955.219971,954.000000,910.000000,1000.500000,850.880005,1074.000000
QUBO,64,1,20,153.080002,154.000000,144.000000,158.000000,133.000000,179.000000
QUBO,128,2,20,440.640015,437.000000,422.000000,460.000000,398.959991,487.000000
QUBO,256,0,20,1575.400024,1579.000000,1521.750000,1624.250000,1452.839966,1712.079956
QUBO,64,0,20,207.639999,209.000000,201.750000,215.000000,181.960007,224.000000
