runtime, mean, median, std, 2%, 5%, 10%, 25%, 50%, 75%, 90%, 95%, 98%
2900,200.8,202.0,11.881077392223316,183.18,183.45,183.9,193.75,202.0,206.75,212.29999999999998,218.14999999999998,221.66
3000,201.0,202.5,11.966620241321273,183.18,183.45,183.9,193.75,202.5,207.0,212.29999999999998,218.14999999999998,221.66
3100,201.0,202.5,11.966620241321273,183.18,183.45,183.9,193.75,202.5,207.0,212.29999999999998,218.14999999999998,221.66
3200,201.8,203.0,12.073110618229256,183.54,184.35,185.7,193.75,203.0,210.0,213.2,218.6,221.84
3300,201.8,203.0,12.073110618229256,183.54,184.35,185.7,193.75,203.0,210.0,213.2,218.6,221.84
3400,201.8,203.0,12.073110618229256,183.54,184.35,185.7,193.75,203.0,210.0,213.2,218.6,221.84
3500,201.8,203.0,12.073110618229256,183.54,184.35,185.7,193.75,203.0,210.0,213.2,218.6,221.84
3600,201.8,203.0,12.073110618229256,183.54,184.35,185.7,193.75,203.0,210.0,213.2,218.6,221.84
3700,201.8,203.0,12.073110618229256,183.54,184.35,185.7,193.75,203.0,210.0,213.2,218.6,221.84
3800,201.8,203.0,12.073110618229256,183.54,184.35,185.7,193.75,203.0,210.0,213.2,218.6,221.84
3900,201.8,203.0,12.073110618229256,183.54,184.35,185.7,193.75,203.0,210.0,213.2,218.6,221.84
4000,202.6,203.0,11.959933110180843,184.26,186.15,189.3,193.75,203.0,210.75,215.9,219.95,222.38
4100,202.8,203.0,11.762652762026091,184.62,187.05,191.1,193.75,203.0,210.75,215.9,219.95,222.38
4200,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
4300,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
4400,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
4500,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
4600,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
4700,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
4800,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
4900,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
5000,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
5100,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
5200,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
5300,203.0,203.0,11.593101396951552,184.8,187.5,192.0,194.5,203.0,210.75,215.9,219.95,222.38
5400,203.4,203.0,11.341957503006261,184.8,187.5,192.0,196.5,203.0,210.75,215.9,219.95,222.38
5500,203.4,203.0,11.341957503006261,184.8,187.5,192.0,196.5,203.0,210.75,215.9,219.95,222.38
5600,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
5700,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
5800,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
5900,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
6000,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
6100,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
6200,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
6300,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
6400,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
6500,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
6600,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
6700,203.6,203.5,11.26232658024087,184.8,187.5,192.0,196.75,203.5,210.75,215.9,219.95,222.38
6800,203.8,203.5,11.088733020503291,185.16,188.4,193.8,196.75,203.5,210.75,215.9,219.95,222.38
6900,204.4,203.5,10.451794104363136,186.98,189.95,194.9,199.0,203.5,210.75,215.9,219.95,222.38
7000,204.6,203.5,10.091580649234292,188.62,191.05,195.1,199.0,203.5,210.75,215.9,219.95,222.38
7100,204.6,203.5,10.091580649234292,188.62,191.05,195.1,199.0,203.5,210.75,215.9,219.95,222.38
7200,205.0,205.0,9.939818911831342,188.62,191.05,195.1,199.25,205.0,210.75,215.9,219.95,222.38
7300,205.4,205.0,9.264987857520376,191.9,193.25,195.5,199.25,205.0,210.75,215.9,219.95,222.38
7400,205.4,205.0,9.264987857520376,191.9,193.25,195.5,199.25,205.0,210.75,215.9,219.95,222.38
7500,205.4,205.0,9.264987857520376,191.9,193.25,195.5,199.25,205.0,210.75,215.9,219.95,222.38
7600,206.0,205.0,9.848857801796104,191.9,193.25,195.5,199.25,205.0,213.0,218.6,221.29999999999998,222.92000000000002
7700,206.2,205.0,10.107423014794621,191.9,193.25,195.5,199.25,205.0,213.0,220.4,222.2,223.28
7800,206.4,205.0,10.394229168149026,191.9,193.25,195.5,199.25,205.0,213.0,222.2,223.1,223.64
7900,206.4,205.0,10.394229168149026,191.9,193.25,195.5,199.25,205.0,213.0,222.2,223.1,223.64
8000,206.6,205.0,10.70700705145934,191.9,193.25,195.5,199.25,205.0,213.0,224.0,224.0,224.0
8100,206.6,205.0,10.70700705145934,191.9,193.25,195.5,199.25,205.0,213.0,224.0,224.0,224.0
8200,206.6,205.0,10.70700705145934,191.9,193.25,195.5,199.25,205.0,213.0,224.0,224.0,224.0
8300,206.6,205.0,10.70700705145934,191.9,193.25,195.5,199.25,205.0,213.0,224.0,224.0,224.0
8400,206.8,205.0,10.581115253129038,191.9,193.25,195.5,200.25,205.0,213.0,224.0,224.0,224.0
8500,206.8,205.0,10.581115253129038,191.9,193.25,195.5,200.25,205.0,213.0,224.0,224.0,224.0
8600,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
8700,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
8800,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
8900,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
9000,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
9100,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
9200,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
9300,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
9400,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
9500,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
9600,207.0,205.0,10.392304845413264,192.26,194.15,197.3,200.25,205.0,213.0,224.0,224.0,224.0
9700,207.6,207.0,10.200000000000001,192.26,194.15,197.3,200.75,207.0,213.0,224.0,224.0,224.0
9800,207.6,207.0,10.200000000000001,192.26,194.15,197.3,200.75,207.0,213.0,224.0,224.0,224.0
9900,207.8,207.0,10.20588065773846,192.26,194.15,197.3,200.75,207.0,213.5,224.0,224.0,224.0
10000,208.0,207.0,10.246950765959598,192.26,194.15,197.3,200.75,207.0,214.0,224.0,224.0,224.0
